id,theme
"Toutes deux regardaient s’enfuir les hirondelles:|L’une pâle aux cheveux de jais, et l’autre blonde|Et rose, et leurs peignoirs légers de vieille blonde|Vaguement serpentaient, nuages, autour d’elles.|Et toutes deux, avec des langueurs d’asphodèles,|Tandis qu’au ciel montait la lune molle et ronde,|Savouraient à longs traits l’émotion profonde|Du soir et le bonheur triste des cœurs fidèles.|Telles, leurs bras pressant, moites, leurs tailles souples,|Couple étrange qui prend pitié des autres couples,|Telles, sur le balcon, rêvaient les jeunes femmes.|Derrière elles, au fond du retrait riche et sombre,|Emphatique comme un trône de mélodrame|Et plein d’odeurs, le Lit, défait, s’ouvrait dans l’ombre.",Amour
"Obscur et froncé comme un œillet violet|Il respire, humblement tapi parmi la mousse|Humide encor d’amour qui suit la fuite douce|Des Fesses blanches jusqu’au cœur de son ourlet.|Des filaments pareils à des larmes de lait|Ont pleuré, sous le vent cruel qui les repousse,|À travers de petits caillots de marne rousse|Pour s’aller perdre où la pente les appelait.|Mon Rêve s’aboucha souvent à sa ventouse;|Mon âme, du coït matériel jalouse,|En fit son larmier fauve et son nid de sanglots.|C’est l’olive pâmée, et la flûte câline;|C’est le tube où descend la céleste praline:|Chanaan féminin dans les moiteurs enclos!",Amour
"Ô laissez-vous aimer !… ce n’est pas un retour,|Ce n’est pas un aveu que mon ardeur réclame ;|Ce n’est pas de verser mon âme dans votre âme,|Ni de vous enivrer des langueurs de l’amour ;|Ce n’est pas d’enlacer en mes bras le contour|De ces bras, de ce sein ; d’embraser de ma flamme|Ces lèvres de corail si fraîches ; non, Madame,|Mon feu pour vous est pur, aussi pur que le jour.|Mais seulement, le soir, vous parler à la fête,|Et tout bas, bien longtemps, vers vous penchant la tête,|Murmurer de ces riens qui vous savent charmer ;|Voir vos yeux indulgents plus mollement reluire ;|Puis prendre votre main, et, courant, vous conduire|À la danse légère….. Ô laissez-vous aimer !",Amour
"Vous me donniez le bras, nous causions seuls tous deux,|Et les cœurs de vingt ans se font signe bien vite;|J’en suis encore ému, fille blonde aux yeux bleus;|Mais vous souviendrez-vous de ma courte visite?|Hélas! se souvient-on d’un souffle parasite|Qui n’a fait que passer pour baiser les cheveux,|Du flot où l’on se mire, et de la marguerite|Confidente éphémère où s’effeuillent les vœux?|Une image en mon cœur peut périr effacée,|Mais non pas tout entière; elle y devient pensée.|Je garde la douceur de vos traits disparus.|Que je me suis souvent éloigné, l’œil humide,|Avec l’adieu glacé d’une vierge timide|Que je chéris toujours et ne reverrai plus!",Amour
"Lorsque la terre entra dans sa vingtième année,|Le premier des printemps couronna son repos,|L’air céleste s’emplit d’odeurs de matinée,|Et la mer, s’étalant, laissa crouler ses flots.|Ce jour-là, dans ta grâce, Ève, tu nous es née.|Depuis lors, comme un peuple innombrable d’échos,|Les couples, répétant ton baiser d’hyménée,|Célèbrent le désir dans la pudeur éclos.|Le cœur ne choisit pas la première qu’il aime,|Et n’importe son nom, sa foi, sa vertu même,|Son baiser c’est le tien qui renaît éternel!|Nous te rêvons présente, éblouis que nous sommes,|Et la virginité de tous les jeunes hommes,|C’est toi qui dans tes bras la remportes au ciel!",Amour
"Un oiseau solitaire aux bizarres couleurs|Est venu se poser sur une enfant; mais elle,|Arrachant son plumage où le prisme étincelle,|De toute sa parure elle fait des douleurs;|Et le duvet moelleux, plein d’intimes chaleurs,|Épars, flotte au doux vent d’une bouche cruelle.|Or l’oiseau, c’est mon cœur; l’enfant coupable est celle,|Celle dont je ne puis dire le nom sans pleurs.|Ce jeu l’amuse, et moi j’en meurs, et j’ai la peine|De voir dans le ciel vide errer sous son haleine|La beauté de mon cœur pour le plaisir du sien!|Elle aime à balancer mes rêves sur sa tête|Par un souffle et je suis ce qu’on nomme un poète.|Que ce souffle leur manque et je ne suis plus rien.",Amour
"À vingt ans on a l’œil difficile et très fier:|On ne regarde pas la première venue,|Mais la plus belle! Et, plein d’une extase ingénue,|On prend pour de l’amour le désir né d’hier.|Plus tard, quand on a fait l’apprentissage amer,|Le prestige insolent des grands yeux diminue,|Et d’autres, d’une grâce autrefois méconnue,|Révèlent un trésor plus intime et plus cher.|Mais on ne fait jamais que changer d’infortune:|À l’âge où l’on croyait n’en pouvoir aimer qu’une,|C’est par elle déjà qu’on apprit à souffrir;|Puis, quand on reconnaît que plus d’une est charmante,|On sent qu’il est trop tard pour choisir une amante|Et que le cœur n’a plus la force de s’ouvrir.",Amour
"C’était une amitié simple et pourtant secrète:|J’avais sur sa parure un fraternel pouvoir,|Et quand au seuil d’un bal nous nous trouvions le soir,|J’aimais à l’arrêter devant moi tout prête.|Elle abattait sa jupe en renversant la tête,|Et consultait mes yeux comme un dernier miroir,|Puis elle me glissait un furtif: «Au revoir!»|Et belle, en souveraine, elle entrait dans la fête.|Je l’y suivais bientôt. Sur un signe connu,|Parmi les mendiants que sa malice affame,|Je m’avançais vers elle et, modeste, ingénu:|«Vous m’avez accordé cette valse, madame?»|J’avais l’air de prier n’importe quelle femme,|Elle me disait: «Oui», comme au premier venu.",Amour
"La pudeur n’a pas de clémence,|Nul aveu ne reste impuni,|Et c’est par le premier nenni|Que l’ère des douleurs commence.|De ta bouche où ton cœur s’élance|Que l’aveu reste donc banni!|Le cœur peut offrir l’infini|Dans la profondeur du silence.|Baise sa main sans la presser|Comme un lis facile à blesser,|Qui tremble à la moindre secousse;|Et l’aimant sans nommer l’amour,|Tais-lui que sa présence est douce,|La tienne sera douce un jour.",Amour
"Je t’aime, en attendant mon éternelle épouse,|Celle qui doit venir à ma rencontre un jour,|Dans l’immuable éden, loin de l’ingrat séjour|Où les prés n’ont de fleurs qu’à peine un mois sur douze.|Je verrai devant moi, sur l’immense pelouse|Où se cherchent les morts pour l’hymen sans retour,|Tes sœurs de tous les temps défiler tour à tour,|Et je te trahirai sans te rendre jalouse;|Car toi-même, élisant ton époux éternel,|Tu m’abandonneras dès son premier appel,|Quand passera son ombre avec la foule humaine;|Et nous nous oublîrons, comme les passagers|Que le même navire à leurs foyers ramène,|Ne s’y souviennent plus de leurs liens légers.",Amour
"Pendant avril et mai, qui sont les plus doux mois,|Les couples, enchantés par l’éther frais et rose,|Ont ressenti l’amour comme une apothéose;|Ils cherchent maintenant l’ombre et la paix des bois.|Ils rêvent, étendus sans mouvement, sans voix;|Les cœurs désaltérés font ensemble une pause,|Se rappelant l’aveu dont un lilas fut cause|Et le bonheur tremblant qu’on ne sent pas deux fois.|Lors le soleil riait sous une fine écharpe,|Et, comme un papillon dans les fils d’une harpe,|Dans ses rayons encore un peu de neige errait.|Mais aujourd’hui ses feux tombent déjà torrides,|Un orageux silence emplit le ciel sans rides,|Et l’amour exaucé couve un premier regret.",Amour
"J'admirais écolier l’enfant brune au front blanc;|Déjà je vous aimais: puérile folie|Où germa le levain de ma mélancolie.|Ah! j’ignorais alors ma fortune et mon rang.|Dans la taverne on peut, sans regret, sous le banc|Répandre le gros vin dont la cruche est remplie,|Quand le plus léger trouble en dénonce la lie,|Et se verser un vin plus limpide et plus franc;|Mais esclave d’un philtre au décevant arôme|Dont, encore aujourd’hui le souvenir l’embaume,|Mon cœur pour s’en défaire a dû longtemps pleurer,|Il a su rejeter cette liqueur perfide.|Il se reconnaît libre et sent trop qu’il est vide:|Pourquoi nul amour vrai n’y peut-il plus entrer?",Amour
"Nous causions sur le Beau, lui savant, moi poète;|Au galbe de l’amphore il préférait le vin,|Il appelait le style un grelot creux et vain,|Et la rime, un écho dont le sens s’inquiète.|Je répondais: «La forme aux yeux donne une fête!|Qu’il soit plein de falerne ou d’eau prise au ravin,|Qu’importe! si le verre a le profil divin!|Le parfum envolé, reste la cassolette.»|Vous écoutiez, rêveuse, et mon œil, voyageant|Pendant que je cherchais un argument quelconque,|Suivait, sur les coussins, vos beaux pieds s’allongeant|Tels les pieds de Vénus au rebord de sa conque;|Une écume de plis caressait leur contour|Et semblait murmurer: «Le vrai beau, c’est l’amour!»",Amour
Devant toi l’Éléphant dressant en l’air sa trompe|De son phallus géant décalotte la peau;|Le régiment qui passe agite son drapeau|Et le foutre jaillit comme par une pompe.|Tu n’as qu’à faire voir pour qu’un saint se corrompe|Ta gorge étincelante où tremble un oripeau;|Des cardinaux romains sous son rouge chapeau|Le vit pontifical se raidit tant qu’il rompe.|Les nymphes de Rubens remuant le jambon|Livrent des reins moins blancs au flot qui les emperle|Que toi lorsque ton bain sur ton beau corps déferle.|Ton regard dans les cœurs tombe comme un charbon.|Près de toi je vivrais au fond d’une masure:|Il n’est pas de taudis que ton amour n’azure.,Amour
"Fille de mon portier! l’Érymanthe sonore,|Devant vous, sentirait tressaillir ses pins verts;|L’Horeb, dont le sommet étonne l’univers,|Inclinerait son cèdre altier qu’un peuple adore;|Les docteurs juifs, quittant les talmuds entr’ouverts,|Songeraient; et les grecs, dans le temple d’Aglaure|Le long duquel Platon marche en lisant des vers,|Diraient en vous voyant: Salut, déesse Aurore!|Ainsi palpiteraient les grecs et les hébreux,|Quand vous passez, les yeux baissés sous votre mante;|Ainsi frissonneraient sur l’Horeb ténébreux|Les cèdres, et les pins sur l’auguste Érymanthe;|Je ne vous cache pas que vous êtes charmante,|Je ne vous cache pas que je suis amoureux.",Amour
"« Mon âme a son secret, ma vie a son mystère:|Un amour éternel en un moment conçu.|Le mal est sans espoir, aussi j'ai dû le taire,|Et celle qui l'a fait n'en a jamais rien su.|Hélas! j'aurai passé près d'elle inaperçu,|Toujours à ses côtés, et pourtant solitaire,|Et j'aurai jusqu'au bout fait mon temps sur la terre,|N'osant rien demander et n'ayant rien reçu.|Pour elle, quoique Dieu l'ait faite douce et tendre,|Elle ira son chemin, distraite, et sans entendre|Ce murmure d'amour élevé sur ses pas;|À l'austère devoir pieusement fidèle,|Elle dira, lisant ces vers tout remplis d'elle:|« Quelle est donc cette femme? » et ne comprendra pas.",Amour
"Béatrix Donato fut le doux nom de celle|Dont la forme terrestre eut ce divin contour.|Dans sa blanche poitrine était un cœur fidèle,|Et dans son corps sans tache un esprit sans détour.|Le fils du Titien, pour la rendre immortelle,|Fit ce portrait, témoin d’un mutuel amour;|Puis il cessa de peindre à compter de ce jour,|Ne voulant de sa main illustrer d’autre qu’elle.|Passant, qui que tu sois, si ton cœur sait aimer,|Regarde ma maîtresse avant de me blâmer,|Et dis si, par hasard, la tienne est aussi belle.|Vois donc combien c’est peu que la gloire ici-bas,|Puisque, tout beau qu’il est, ce portrait ne vaut pas|(Crois-m’en sur ma parole) un baiser du modèle.",Beauté
"Au pays parfumé que le soleil caresse,|J'ai connu sous un dais d'arbres tout empourprés|Et de palmiers, d'où pleut sur les yeux la paresse,|Une dame créole aux charmes ignorés.|Son teint est pâle et chaud; la brune enchanteresse|A dans le col des airs noblement maniérés ;|Grande et svelte en marchant comme une chasseresse,|Son sourire est tranquille et ses yeux assurés.|Si vous alliez, Madame, au vrai pays de gloire,|Sur les bords de la Seine ou de la verte Loire,|Belle digne d'orner les antiques manoirs,|Vous feriez, à l'abri des ombreuses retraites,|Germer mille sonnets dans le cœur des poètes,|Que vos grands yeux rendraient plus soumis que vos noirs.",Beauté
"Avec ses vêtements ondoyants et nacrés,|Même quand elle marche on croirait qu'elle danse,|Comme ces longs serpents que les jongleurs sacrés|Au bout de leurs bâtons agitent en cadence.|Comme le sable morne et l'azur des déserts,|Insensibles tous deux à l'humaine souffrance|Comme les longs réseaux de la houle des mers|Elle se développe avec indifférence.|Ses yeux polis sont faits de minéraux charmants,|Et dans cette nature étrange et symbolique|Où l'ange inviolé se mêle au sphinx antique,|Où tout n'est qu'or, acier, lumière et diamants,|Resplendit à jamais, comme un astre inutile,|La froide majesté de la femme stérile.",Beauté
"Je suis belle, ô mortels ! comme un rêve de pierre,|Et mon sein, où chacun s'est meurtri tour à tour,|Est fait pour inspirer au poète un amour|Eternel et muet ainsi que la matière.|Je trône dans l'azur comme un sphinx incompris;|J'unis un cœur de neige à la blancheur des cygnes;|Je hais le mouvement qui déplace les lignes,|Et jamais je ne pleure et jamais je ne ris.|Les poètes, devant mes grandes attitudes.|Que j'ai l'air d'emprunter aux plus fiers monuments,|Consumeront leurs jours en d'austères études;|Car j'ai, pour fasciner ces dociles amants,|De purs miroirs qui font toutes choses plus belles:|Mes yeux, mes larges yeux aux clartés éternelles !",Beauté
"Du temps que la Nature en sa verve puissante|Concevait chaque jour des enfants monstrueux,|J'eusse aimé vivre auprès d'une jeune géante,|Comme aux pieds d'une reine un chat voluptueux.|J'eusse aimé voir son corps fleurir avec son âme|Et grandir librement de ses terribles jeux ;|Deviner si son cœur couve une sombre flamme|Aux humides brouillards qui nagent dans ses yeux ;|Parcourir à loisir ses magnifiques formes ;|Ramper sur le versant de ses genoux énormes,|Et parfois en été, quand les soleils malsains,|Lasse, la font s'étendre à travers la campagne,|Dormir nonchalamment à l'ombre de ses seins,|Comme un hameau paisible au pied d'une montagne.",Beauté
"Comme un beau cadre ajoute à la peinture,|Bien qu'elle soit d'un pinceau très vanté,|Je ne sais quoi d'étrange et d'enchanté|En l'isolant de l'immense nature.|Ainsi bijoux, meubles, métaux, dorure,|S'adaptaient juste à sa rare beauté;|Rien n'offusquait sa parfaite clarté,|Et tout semblait lui servir de bordure.|Même on eût dit parfois qu'elle croyait|Que tout voulait l'aimer ; elle noyait|Dans les baisers du satin et du linge|Son beau corps nu, plein de frissonnements,|Et, lente ou brusque, en tous ses mouvements,|Montrait la grâce enfantine du singe.",Beauté
"Viens, mon beau chat, sur mon cœur amoureux:|Retiens les griffes de ta patte,|Et laisse-moi plonger dans tes beaux yeux,|Mêlés de métal et d'agate.|Lorsque mes doigts caressent à loisir|Ta tête et ton dos élastique,|Et que ma main s'enivre du plaisir|De palper ton corps électrique,|Je vois ma femme en esprit ; son regard,|Comme le tien, aimable bête,|Profond et froid, coupe et fend comme un dard.|Et, des pieds jusques à la tête,|Un air subtil, un dangereux parfum|Nagent autour de son corps brun.",Beauté
"Lecteur, as-tu quelquefois respiré|Avec ivresse et lente gourmandise|Ce grain d'encens qui remplit une église,|Ou d'un sachet le musc invétéré ?|Charme profond, magique, dont nous grise|Dans le présent le passé restauré !|Ainsi l'amant sur un corps adoré|Du souvenir cueille la fleur exquise.|De ses cheveux élastiques et lourds,|Vivant sachet, encensoir de l'alcôve,|Une senteur montait, sauvage et fauve,|Et des habits, mousseline ou velours,|Tout imprégnés de sa jeunesse pure,|Se dégageait un parfum de fourrure.",Beauté
